pl_name,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_bmassprov,st_teff,st_rad,st_mass,sy_dist
HD 73583 b,Transit,2022,6.398042,0.0604,0.249,0.03209,Mass,4511,0.65,0.73,31.5666
HD 73583 c,Transit,2022,18.87974,0.1242,0.213,0.03052,Mass,4511,0.65,0.73,31.5666
HD 80653 b,Transit,2020,0.719573,0.0166,0.144,0.01762,Mass,6080,1.22,1.18,109.86
HD 86226 c,Transit,2020,3.98442,0.049,0.193,0.02281,Mass,5863,1.05,1.02,45.683
HD 89345 b,Transit,2018,11.8143,0.1066,0.66,0.11,Mass,5576,1.75,1.16,132.345
HIP 116454 b,Transit,2014,9.1205,0.0906,0.22,0.04,Mass,5089,0.72,0.81,62.4491
HIP 41378 b,Transit,2016,15.572098,,0.259,0.0275,M-R relationship,6226,1.34,1.17,106.289
HIP 41378 c,Transit,2016,31.70648,,0.228,0.0223,M-R relationship,6226,1.34,1.17,106.289
HIP 41378 d,Transit,2016,1114,,0.353,0.0467,M-R relationship,6226,1.34,1.17,106.289
HIP 41378 e,Transit,2016,131,,0.492,0.0819,M-R relationship,6226,1.34,1.17,106.289
HIP 41378 f,Transit,2016,1084,,0.91,0.233,M-R relationship,6226,1.34,1.17,106.289
HIP 65 A b,Transit,2020,0.9809734,0.01782,2.03,3.213,Mass,4590,0.72,0.78,61.7856
HIP 67522 b,Transit,2020,6.959503,,0.898,0.228,M-R relationship,5675,1.38,1.22,127.28
HIP 97166 b,Transit,2021,10.28891,0.089,0.244,0.06293,Mass,5198,0.84,0.9,65.9501
HR 858 b,Transit,2019,3.58599,0.048,0.186,0.0157,M-R relationship,6201,1.31,1.15,31.964
HR 858 c,Transit,2019,5.97293,0.0674,0.173,0.0139,M-R relationship,6201,1.31,1.15,31.964
HR 858 d,Transit,2019,11.23,0.1027,0.193,0.0168,M-R relationship,6201,1.31,1.15,31.964
K2-10 b,Transit,2015,19.3044,0.137,0.343,0.08495,Mass,5620,0.98,0.92,272.36
K2-100 b,Transit,2016,1.6739035,0.0301,0.346,0.06859,Mass,5945,1.24,1.15,188.959
K2-101 b,Transit,2016,14.6762429,0.1124,0.178,0.0147,M-R relationship,4927,0.76,0.82,188.33
K2-102 b,Transit,2016,9.915615,,0.116,0.00705,M-R relationship,4695,0.71,0.77,188.175
K2-104 b,Transit,2016,1.9741954,0.0242,0.16,0.0121,M-R relationship,3712,0.48,0.51,189.289
K2-105 b,Transit,2017,8.2669928,0.0833,0.32,0.09439,Mass,5636,0.97,1.05,197.989
K2-107 b,Transit,2017,3.313959,0.0475,1.426,0.84,Mass,6061,1.81,1.3,685.2
K2-108 b,Transit,2017,4.733999,0.0581,0.476,0.18689,Mass,5599,1.76,1.17,477.295
K2-11 b,Transit,2015,39.93767,0.2257,0.674,0.14,M-R relationship,5433,5.15,1.35,329.309
K2-110 b,Transit,2017,13.86387,0.1027,0.228,0.05254,Mass,4950,0.71,0.75,116.474
K2-111 b,Transit,2017,5.3518,0.057,0.162,0.01664,Mass,5775,1.25,0.84,200.394
K2-113 b,Transit,2017,5.817685,0.0642,1.083,1.29,Mass,5660,1.24,1.04,635.722
K2-114 b,Transit,2017,11.3909311,0.0943,0.932,2.01,Mass,4920,0.82,0.86,475.758
K2-115 b,Transit,2017,20.272615,0.143,1.076,0.84,Mass,5657,0.88,0.95,413.591
K2-116 b,Transit,2017,4.655411,0.048,0.062,0.00081,M-R relationship,4348.35,0.67,0.69,49.3855
K2-117 b,Transit,2017,1.2916,0.0189,0.181,0.015,M-R relationship,3778,0.51,0.54,101.632
K2-117 c,Transit,2017,5.444017,0.0492,0.184,0.0154,M-R relationship,3778,0.51,0.54,101.632
K2-118 b,Transit,2017,50.92092,0.245,0.227,0.022,M-R relationship,4726.29,0.73,0.76,321.722
K2-119 b,Transit,2017,7.727283,0.0698,0.226,0.0218,M-R relationship,4740,0.71,0.76,365.581
K2-12 b,Transit,2015,8.28212,0.0802,0.208,0.019,M-R relationship,5800,1.01,1.01,326.381
K2-120 b,Transit,2017,9.562742,0.078,0.179,0.0148,M-R relationship,4349.9,0.67,0.69,289.543874
K2-121 b,Transit,2017,5.1857539,0.0629,0.671,0.139,M-R relationship,4690,0.67,0.69,169.398
K2-122 b,Transit,2017,2.2193023,0.0373,0.103,0.00521,M-R relationship,4009,0.59,0.63,72.0444
K2-123 b,Transit,2017,30.951524,0.1649,0.246,0.0253,M-R relationship,4035,0.59,0.62,161.555
K2-124 b,Transit,2017,6.413651,0.049,0.259,0.0275,M-R relationship,3570,0.39,0.39,140.385
K2-125 b,Transit,2017,21.750264,0.121,0.194,0.017,M-R relationship,3654.47,0.4,0.49,124.156
K2-126 b,Transit,2017,7.385655,0.0656,0.176,0.0143,M-R relationship,4339,0.65,0.69,102.953
K2-127 b,Transit,2017,3.588163,0.0411,0.747,0.167,M-R relationship,4575,0.66,0.72,709.999
K2-128 b,Transit,2017,5.675819,0.056,0.127,0.00819,M-R relationship,4469.51,0.78,0.71,114.637
K2-129 b,Transit,2017,8.239493,0.057,0.093,0.00352,M-R relationship,3459.09,0.36,0.36,27.7957
K2-13 b,Transit,2015,39.91488,0.2114,0.169,0.0133,M-R relationship,5698,0.78,0.8,342.394
K2-130 b,Transit,2017,2.49412,0.032,0.112,0.0066,M-R relationship,4356.47,0.74,0.7,118.011
K2-131 b,Transit,2017,0.369311,0.0095,0.134,0.01982,Mass,5200,0.81,0.84,152.509
K2-132 b,Transit,2017,9.1751,0.0916,1.3,0.49,Mass,4840,3.85,1.08,609.818
K2-133 b,Transit,2017,3.07133,0.03194,0.12,0.00742,M-R relationship,3655,0.46,0.46,75.1703
K2-133 c,Transit,2017,4.86784,0.04341,0.143,0.0101,M-R relationship,3655,0.46,0.46,75.1703
K2-133 d,Transit,2017,11.02454,0.07487,0.179,0.0147,M-R relationship,3655,0.46,0.46,75.1703
K2-133 e,Transit,2019,26.5841,0.1346,0.154,0.0115,M-R relationship,3655,0.46,0.46,75.1703
K2-136 b,Transit,2017,7.975292,,0.088,0.00295,M-R relationship,4499,0.66,0.74,59.2474
K2-136 c,Transit,2017,17.307137,0.11728,0.26,0.0277,M-R relationship,4499,0.66,0.74,59.2474
K2-136 d,Transit,2017,25.575065,,0.129,0.00849,M-R relationship,4499,0.66,0.74,59.2474
K2-137 b,Transit,2017,0.179719,0.0058,0.057,0.5,Mass,3697,0.29,0.46,98.8765
K2-138 b,Transit,2017,2.35309,0.03385,0.135,0.00975,Mass,5356.3,0.86,0.94,202.585
K2-138 c,Transit,2017,3.56004,0.04461,0.205,0.01985,Mass,5356.3,0.86,0.94,202.585
K2-138 d,Transit,2017,5.40479,0.05893,0.213,0.02492,Mass,5356.3,0.86,0.94,202.585
K2-138 e,Transit,2017,8.26146,0.0782,0.302,0.04081,Mass,5356.3,0.86,0.94,202.585
K2-138 f,Transit,2017,12.75758,0.10447,0.259,0.00513,Mass,5356.3,0.86,0.94,202.585
K2-138 g,Transit,2021,41.96797,0.23109,0.269,0.01359,Mass,5356.3,0.86,0.94,202.585
K2-139 b,Transit,2017,28.380619,0.1796,0.813,0.387,Mass,5370,0.88,0.96,153.856
K2-14 b,Transit,2015,8.36802,0.0627,0.429,0.065,M-R relationship,3789,0.45,0.47,364.048
K2-140 b,Transit,2017,6.569188,0.068,1.21,0.93,Mass,5585,1.06,0.96,347.917
K2-141 b,Transit,2018,0.2803244,0.00716,0.135,0.01598,Mass,4599,0.68,0.71,61.8736
K2-141 c,Transit,2018,7.7485,,0.624,0.02328,Mass,4599,0.68,0.71,61.8736
K2-146 b,Transit,2018,2.6446,0.0248,0.183,0.01816,Mass,3385,0.33,0.33,79.3002
K2-146 c,Transit,2019,4.00498,0.0327,0.195,0.02358,Mass,3385,0.33,0.33,79.3002
K2-147 b,Transit,2018,0.961918,0.0159,0.065,0.00099,M-R relationship,3775,0.31,0.58,90.5494
K2-148 b,Transit,2018,4.38395,0.0454,0.119,0.00733,M-R relationship,4079,0.63,0.65,124.458
K2-148 c,Transit,2018,6.9226,0.0616,0.154,0.0115,M-R relationship,4079,0.63,0.65,124.458
K2-148 d,Transit,2018,9.7579,0.0774,0.146,0.0105,M-R relationship,4079,0.63,0.65,124.458
K2-149 b,Transit,2018,11.332,0.083,0.146,0.0105,M-R relationship,3745,0.57,0.59,123.676
K2-15 b,Transit,2015,11.8104,0.091,0.221,0.0211,M-R relationship,5131,0.68,0.72,493.992
K2-150 b,Transit,2018,10.59357,0.0727,0.178,0.0147,M-R relationship,3499,0.44,0.46,102.483
K2-151 b,Transit,2018,3.835476,0.0373,0.133,0.00889,M-R relationship,3695,0.45,0.47,69.4798
K2-152 b,Transit,2018,32.6479,0.1716,0.204,0.0184,M-R relationship,4044,0.61,0.63,108.449
K2-153 b,Transit,2018,7.51574,0.0614,0.178,0.0147,M-R relationship,3845,0.53,0.55,143.125
K2-154 b,Transit,2018,3.67626,0.0405,0.178,0.0145,M-R relationship,4097,0.63,0.65,129.356
K2-154 c,Transit,2018,7.95486,0.0677,0.185,0.0155,M-R relationship,4097,0.63,0.65,129.356
K2-155 b,Transit,2018,6.342,0.0562,0.161,0.0123,M-R relationship,4258,0.58,0.65,72.7998
K2-155 c,Transit,2018,13.85,0.0946,0.232,0.0229,M-R relationship,4258,0.58,0.65,72.7998
K2-155 d,Transit,2018,40.718,0.1937,0.17,0.0134,M-R relationship,4258,0.58,0.65,72.7998
K2-156 b,Transit,2018,0.813143,0.0149,0.098,0.0043,M-R relationship,4460,0.62,0.66,150.21
K2-157 b,Transit,2018,0.365261,,0.089,0.00306,M-R relationship,5456,0.88,0.94,298.373
K2-158 b,Transit,2018,10.06049,0.0887,0.236,0.0235,M-R relationship,5503,0.95,0.92,197.299
K2-158 c,Transit,2018,5.90279,0.0622,0.114,0.00687,M-R relationship,5503,0.95,0.92,197.299
K2-159 b,Transit,2018,12.42205,0.1013,0.202,0.018,M-R relationship,5425,0.83,0.9,170.998
K2-16 b,Transit,2015,7.6188,0.0667,0.18,0.0149,M-R relationship,4742,0.66,0.68,334.967
K2-16 c,Transit,2015,19.07863,0.1229,0.227,0.022,M-R relationship,4742,0.66,0.68,334.967
K2-160 b,Transit,2018,3.705871,,0.284,0.0322,M-R relationship,5649,0.91,0.98,315.363
K2-161 b,Transit,2018,9.283188,,0.546,0.0978,M-R relationship,4972,2.57,0.99,916.319
K2-162 b,Transit,2018,9.45889,0.0795,0.128,0.00839,M-R relationship,4842,0.69,0.75,124.433
K2-163 b,Transit,2018,6.673117,,0.22,0.0209,M-R relationship,4937,0.76,0.83,208.529
K2-164 b,Transit,2018,17.355066,,0.29,0.0334,M-R relationship,5791,2.2,1.18,375.67
K2-165 b,Transit,2018,2.354992,,0.114,0.00682,M-R relationship,5185,0.8,0.83,134.591
K2-165 c,Transit,2018,4.382745,,0.139,0.00955,M-R relationship,5185,0.8,0.83,134.591
K2-165 d,Transit,2018,14.101361,,0.236,0.0236,M-R relationship,5185,0.8,0.83,134.591
K2-166 b,Transit,2018,8.52695,0.0858,0.195,0.0171,M-R relationship,5960,1.61,1.16,476.882
K2-167 b,Transit,2018,9.97857,0.0999,0.202,0.0181,M-R relationship,6141,1.46,1.34,80.8994
K2-168 b,Transit,2018,15.8523,,0.166,0.013,M-R relationship,5502.7,0.83,0.88,243.935
K2-169 b,Transit,2018,6.380803,,0.114,0.00681,M-R relationship,5548,0.92,0.99,235.867
K2-17 b,Transit,2015,17.96753,0.119,0.199,0.0176,M-R relationship,4320,0.66,0.71,125.106
K2-170 b,Transit,2018,7.576544,,0.127,0.00817,M-R relationship,5748,0.98,0.96,392.872
K2-170 c,Transit,2018,12.400047,,0.161,0.0123,M-R relationship,5748,0.98,0.96,392.872
K2-171 b,Transit,2018,5.628466,,0.24,0.0242,M-R relationship,5250,1.72,0.89,606.128
K2-172 b,Transit,2018,14.316941,,0.149,0.0107,M-R relationship,5569,0.87,0.93,249.742
K2-172 c,Transit,2018,29.62682,,0.286,0.0326,M-R relationship,5569,0.87,0.93,249.742
K2-173 b,Transit,2018,5.868699,,0.143,0.0101,M-R relationship,5580,0.84,0.88,228.641
K2-174 b,Transit,2018,19.562307,0.126,0.232,0.0229,M-R relationship,4455,0.68,0.7,99.9293
K2-175 b,Transit,2018,9.525988,,0.182,0.0151,M-R relationship,5909,1.42,1.09,247.266
K2-176 b,Transit,2018,5.329439,,0.133,0.0089,M-R relationship,5428,0.86,0.94,247.302
K2-177 b,Transit,2018,14.155185,,0.189,0.0161,M-R relationship,6063,1.21,1.21,492.167
K2-178 b,Transit,2018,8.747818,,0.317,0.039,M-R relationship,5525,0.89,0.95,214.753
K2-179 b,Transit,2018,5.172191,,0.224,0.0216,M-R relationship,5015,0.77,0.82,190.81
K2-18 b,Transit,2015,32.939623,0.1429,0.211,0.02807,Mass,3457,0.41,0.36,38.0266
K2-180 b,Transit,2018,8.8656511,0.0734,0.225,0.036,Mass,5306,0.72,0.72,203.896
K2-181 b,Transit,2018,6.894256,0.0706,0.253,0.0266,M-R relationship,5608,1.07,0.99,360.911
K2-182 b,Transit,2018,4.7369683,0.0526,0.24,0.06293,Mass,5170,0.79,0.86,154.83
K2-183 b,Transit,2018,0.469285,,0.098,0.0043,M-R relationship,5482,0.87,0.94,329.041
K2-183 c,Transit,2018,10.787992,0.0932,0.205,0.0186,M-R relationship,5482,0.87,0.94,329.041
K2-183 d,Transit,2018,22.620344,0.1527,0.205,0.0186,M-R relationship,5482,0.87,0.94,329.041
K2-184 b,Transit,2018,16.9780102,0.1685,0.131,0.00869,M-R relationship,5245,0.75,0.84,75.5857
K2-185 b,Transit,2018,10.616384,,0.103,0.00505,M-R relationship,5788,0.94,0.96,268.357
K2-185 c,Transit,2018,52.713494,,0.213,0.0198,M-R relationship,5788,0.94,0.96,268.357
K2-186 b,Transit,2018,41.474219,,0.283,0.0321,M-R relationship,5784,0.98,1.02,330.739
K2-187 b,Transit,2018,0.77401,0.0164,0.107,0.00588,M-R relationship,5438,0.83,0.97,330.916
K2-187 c,Transit,2018,2.871512,0.0392,0.125,0.008,M-R relationship,5438,0.83,0.97,330.916
K2-187 d,Transit,2018,7.149584,0.072,0.214,0.02,M-R relationship,5438,0.83,0.97,330.916
K2-187 e,Transit,2018,13.606629,0.1106,0.17,0.0134,M-R relationship,5438,0.83,0.97,330.916
K2-188 b,Transit,2018,1.742169,0.0289,0.12,0.00752,M-R relationship,5977,1.19,1.06,446.821
K2-188 c,Transit,2018,7.810253,0.0785,0.252,0.0264,M-R relationship,5977,1.19,1.06,446.821
K2-189 b,Transit,2018,2.588309,0.0361,0.136,0.0092,M-R relationship,5519,0.87,0.94,242.113
K2-189 c,Transit,2018,6.679195,0.068,0.223,0.0214,M-R relationship,5519,0.87,0.94,242.113
K2-19 b,Transit,2015,7.9222,0.074,0.624,0.10194,Mass,5322,0.82,0.88,289.827
K2-19 c,Transit,2015,11.8993,0.0971,0.366,0.03398,Mass,5322,0.82,0.88,289.827
K2-19 d,Transit,2016,2.5081,0.0344,0.099,0.03146,Mass,5322,0.82,0.88,289.827
K2-190 b,Transit,2018,10.098858,,0.121,0.00758,M-R relationship,5631,0.91,0.9,160.679
K2-190 c,Transit,2018,21.574023,,0.098,0.00421,M-R relationship,5631,0.91,0.9,160.679
K2-191 b,Transit,2018,2.858646,,0.141,0.00981,M-R relationship,5176,0.84,0.9,287.188
K2-192 b,Transit,2018,4.162817,0.049,0.136,0.0092,M-R relationship,5222,0.81,0.9,221.753
K2-193 b,Transit,2018,14.786889,0.1184,0.352,0.0465,M-R relationship,5817,0.98,1.01,411.923
K2-194 b,Transit,2018,39.721386,,0.325,0.0405,M-R relationship,5979,1.28,1.11,629.51
K2-195 b,Transit,2018,15.852975,0.1208,0.279,0.0313,M-R relationship,5713,0.99,0.94,315.014
K2-195 c,Transit,2018,28.482786,,0.23,0.0225,M-R relationship,5712,0.91,0.96,315.014
K2-196 b,Transit,2018,48.324222,,0.321,0.0397,M-R relationship,6045,1.54,1.16,584.877
K2-197 b,Transit,2018,8.357881,0.0806,0.228,0.0223,M-R relationship,5667,0.93,1,247.637
K2-198 b,Transit,2018,17.0428683,,0.374,0.0514,M-R relationship,5212.9,0.76,0.8,110.567
K2-198 c,Transit,2019,3.3596055,,0.127,0.00822,M-R relationship,5212.9,0.76,0.8,110.567
K2-198 d,Transit,2019,7.4500177,,0.218,0.0205,M-R relationship,5212.9,0.76,0.8,110.567
K2-199 b,Transit,2018,3.2253993,0.0382,0.154,0.02171,Mass,4491,0.68,0.71,107.518
K2-199 c,Transit,2018,7.3744897,0.0662,0.254,0.03901,Mass,4491,0.68,0.71,107.518
K2-200 b,Transit,2018,2.849883,,0.122,0.00766,M-R relationship,5233,0.79,0.86,184.131
K2-201 b,Transit,2018,1.05979,,0.125,0.008,M-R relationship,5507,0.88,0.96,197.932
K2-201 c,Transit,2018,22.779878,,0.293,0.034,M-R relationship,5507,0.88,0.96,197.932
K2-202 b,Transit,2018,3.405164,,0.205,0.0186,M-R relationship,5491,0.91,0.97,300.397
K2-203 b,Transit,2018,9.695101,,0.122,0.00772,M-R relationship,5000,0.76,0.79,166.147
K2-204 b,Transit,2018,7.055784,,0.272,0.0299,M-R relationship,5755,1.18,1.01,577.235
K2-205 b,Transit,2018,26.672263,,0.178,0.0146,M-R relationship,5890,1.08,0.95,405.301
K2-206 b,Transit,2018,18.294549,,0.249,0.0259,M-R relationship,5043,0.76,0.79,244.443
K2-207 b,Transit,2018,12.48749,,0.232,0.023,M-R relationship,5522,0.93,0.94,363.064
K2-208 b,Transit,2018,4.190948,,0.15,0.0109,M-R relationship,5582,0.86,0.93,256.887
K2-209 b,Transit,2018,2.080615,,0.077,0.00184,M-R relationship,4720,0.71,0.74,76.4986
K2-21 b,Transit,2015,9.325038,0.076,0.164,0.0127,M-R relationship,4222.06,0.65,0.68,83.6448
K2-21 c,Transit,2015,15.50192,0.107,0.222,0.0213,M-R relationship,4222.06,0.65,0.68,83.6448
K2-210 b,Transit,2018,0.57023,,0.077,0.00178,M-R relationship,5500,0.89,0.91,176.51
K2-211 b,Transit,2018,0.669532,,0.116,0.00705,M-R relationship,5360,0.79,0.88,272.297
K2-212 b,Transit,2018,9.79551,0.0785,0.225,0.0217,M-R relationship,4272,0.65,0.67,109.218
K2-213 b,Transit,2018,8.13087,,0.135,0.00913,M-R relationship,5794,1.2,1.07,389.702
K2-214 b,Transit,2018,8.596802,0.0834,0.217,0.0204,M-R relationship,5854,1.27,1.05,300.64
K2-215 b,Transit,2018,8.269648,,0.189,0.0162,M-R relationship,5704,0.97,1,403.964
K2-216 b,Transit,2018,2.1748,0.028,0.156,0.02517,Mass,4503,0.72,0.7,115.461
K2-217 b,Transit,2018,14.074524,,0.319,0.0393,M-R relationship,5967,1.33,1.1,381.878
K2-218 b,Transit,2018,8.679885,,0.229,0.0224,M-R relationship,5757,1.01,1.05,394.083
K2-219 b,Transit,2018,3.901287,,0.12,0.0075,M-R relationship,5753,1.19,1.02,325.4
K2-219 c,Transit,2018,6.66767,,0.128,0.00837,M-R relationship,5753,1.19,1.02,325.4
K2-219 d,Transit,2018,11.137278,,0.23,0.0225,M-R relationship,5753,1.19,1.02,325.4
K2-22 b,Transit,2015,0.381073,0.009,0.205,1.4,Mass,3879,0.58,0.6,243.836
K2-220 b,Transit,2018,13.683256,0.1104,0.213,0.0198,M-R relationship,5660,1.02,0.96,233.514
K2-221 b,Transit,2018,2.399094,,0.15,0.0109,M-R relationship,5716,0.95,1.01,318.81
K2-222 b,Transit,2018,15.387063,0.1211,0.213,0.0198,M-R relationship,6058,1.09,1,101.321
K2-223 b,Transit,2018,0.50557,0.0127,0.079,0.00201,M-R relationship,5859,1,1.06,198.604
K2-223 c,Transit,2018,4.562546,0.0549,0.134,0.00899,M-R relationship,5859,1,1.06,198.604
K2-224 b,Transit,2018,4.47904,0.0516,0.139,0.00961,M-R relationship,5620,0.84,0.91,275.255
K2-224 c,Transit,2018,10.09489,0.0886,0.215,0.0201,M-R relationship,5620,0.84,0.91,275.255
K2-225 b,Transit,2018,15.87209,0.134,0.311,0.0377,M-R relationship,5742,1.7,1.27,357.778
K2-226 b,Transit,2018,3.27108,0.0413,0.137,0.0094,M-R relationship,5424,0.91,0.88,211.265
K2-227 b,Transit,2018,13.621832,,0.149,0.0107,M-R relationship,5673,0.89,0.95,187.234
K2-228 b,Transit,2018,2.69828,0.0338,0.108,0.00606,M-R relationship,4715,0.65,0.71,129.46
K2-229 b,Transit,2018,0.584216,0.0131,0.089,0.00783,Mass,5315,0.79,0.87,102.564
K2-229 c,Transit,2018,8.32727,0.0769,0.181,0.06702,Mass,5315,0.79,0.87,102.564
K2-230 b,Transit,2018,2.86041,0.0409,0.175,0.0142,M-R relationship,5945,1.39,1.11,540.773
K2-231 b,Transit,2018,13.841901,,0.223,0.0214,M-R relationship,5695,0.95,1.01,321.215
K2-232 b,Transit,2018,11.168454,0.10356,1,0.398,Mass,6154,1.16,1.19,130.72
K2-233 b,Transit,2018,2.4675,0.03308,0.12,0.03543,Mass,5033,0.71,0.79,67.5062
K2-233 c,Transit,2018,7.06005,0.06666,0.114,0.0403,Mass,5033,0.71,0.79,67.5062
K2-233 d,Transit,2018,24.3645,0.15224,0.21,0.06651,Mass,5033,0.71,0.79,67.5062
K2-237 b,Transit,2018,2.18053539,0.03558,1.445,1.363,Mass,6360,1.26,1.26,314.995
K2-238 b,Transit,2018,3.20466,0.046,1.3,0.86,Mass,5630,1.59,1.19,537.963
K2-239 b,Transit,2018,5.24,0.0441,0.098,0.0043,M-R relationship,3420,0.36,0.4,31.0849
K2-239 c,Transit,2018,7.775,0.0576,0.089,0.00306,M-R relationship,3420,0.36,0.4,31.0849
K2-239 d,Transit,2018,10.115,0.0685,0.098,0.0043,M-R relationship,3420,0.36,0.4,31.0849
K2-24 b,Transit,2016,20.88977,0.154,0.482,0.05978,Mass,5625,1.16,1.07,170.562
K2-24 c,Transit,2016,42.3391,0.247,0.669,0.04845,Mass,5625,1.16,1.07,170.562
K2-240 b,Transit,2018,6.034,0.0513,0.178,0.0147,M-R relationship,3810,0.54,0.58,72.9105
K2-240 c,Transit,2018,20.523,0.1159,0.161,0.0123,M-R relationship,3810,0.54,0.58,72.9105
K2-241 b,Transit,2018,26.8199,0.1567,0.227,0.0221,M-R relationship,5262,0.75,0.71,149.464
K2-242 b,Transit,2018,6.51389,0.0494,0.227,0.022,M-R relationship,3459,0.37,0.38,109.237
K2-243 b,Transit,2018,11.54182,0.1087,0.194,0.0168,M-R relationship,6570,1.39,1.29,266.864
K2-243 c,Transit,2018,24.94598,0.1817,0.179,0.0148,M-R relationship,6570,1.39,1.29,266.864
K2-244 b,Transit,2018,21.06884,0.1418,0.156,0.0117,M-R relationship,5677,0.92,0.86,212.902
K2-245 b,Transit,2018,11.89307,0.0959,0.387,0.0546,M-R relationship,5793,1.25,0.83,456.064
K2-246 b,Transit,2018,5.76918,0.0602,0.311,0.0377,M-R relationship,5610,0.94,0.87,703.616
K2-247 b,Transit,2018,2.25021,0.0304,0.189,0.0162,M-R relationship,4667,0.69,0.74,258.113
K2-247 c,Transit,2018,6.49424,0.0615,0.195,0.0171,M-R relationship,4667,0.69,0.74,258.113
K2-248 b,Transit,2018,7.17256,0.0699,0.229,0.0224,M-R relationship,5528,0.92,0.88,406.254
K2-249 b,Transit,2018,12.409,0.1151,0.249,0.0258,M-R relationship,6504,1.57,1.32,521.716
K2-25 b,Transit,2015,3.48456408,0.0287,0.306,0.07709,Mass,3207,0.29,0.26,44.9565
K2-250 b,Transit,2018,4.01457,0.0459,0.218,0.0205,M-R relationship,5172,0.81,0.8,414.708
K2-251 b,Transit,2018,9.30075,0.0694,0.21,0.0193,M-R relationship,3717,0.49,0.52,147.03
K2-252 b,Transit,2018,13.81513,0.1041,0.155,0.0116,M-R relationship,5152,0.82,0.79,228.839
K2-253 b,Transit,2018,4.00167,0.0506,1.13,,Msini,6027,1.1,1.08,876.565
K2-254 b,Transit,2018,4.09639,0.0448,0.145,0.0104,M-R relationship,4629,0.67,0.71,227.775
K2-254 c,Transit,2018,12.11839,0.0923,0.195,0.0171,M-R relationship,4629,0.67,0.71,227.775
K2-255 b,Transit,2018,1.96417,0.0274,0.259,0.0275,M-R relationship,4676,0.69,0.71,191.608
K2-256 b,Transit,2018,5.52011,0.0578,0.235,0.0233,M-R relationship,5219,0.78,0.84,564.693
K2-257 b,Transit,2018,1.60588,0.0216,0.074,0.00157,M-R relationship,3725,0.5,0.52,64.0065
K2-258 b,Transit,2018,19.0921,0.149,0.268,0.0292,M-R relationship,6351,1.31,1.21,661.873
K2-259 b,Transit,2018,15.48043,0.1271,0.207,0.0189,M-R relationship,6059,1.13,1.14,416.457
K2-26 b,Transit,2016,14.5665,0.0962,0.238,0.0239,M-R relationship,3785,0.52,0.56,99.0504
K2-260 b,Transit,2018,2.6266657,0.0404,1.552,1.42,Mass,6367,1.69,1.39,663.834
K2-261 b,Transit,2018,11.633478,0.1034,0.85,0.188,Mass,5445,1.64,1.09,213.283
K2-263 b,Transit,2018,50.818947,0.2573,0.215,0.04657,Mass,5368,0.85,0.88,162.481
K2-264 b,Transit,2018,5.840002,0.05023,0.199,0.0176,M-R relationship,3660,0.47,0.5,185.605
K2-264 c,Transit,2018,19.660302,0.11283,0.238,0.0239,M-R relationship,3660,0.47,0.5,185.605
K2-265 b,Transit,2018,2.369172,0.03376,0.153,0.02058,Mass,5477,0.98,0.92,138.671
K2-266 b,Transit,2018,0.658524,0.01306,0.294,0.03545,Msin(i)/sin(i),4285,0.7,0.69,77.5586
K2-266 c,Transit,2018,7.814,0.0679,0.063,0.00091,Msin(i)/sin(i),4285,0.7,0.69,77.5586
K2-266 d,Transit,2018,14.697,0.1035,0.261,0.028,Mass,4285,0.7,0.69,77.5586
K2-266 e,Transit,2018,19.482,0.1249,0.244,0.04499,Mass,4285,0.7,0.69,77.5586
K2-268 b,Transit,2018,2.151676,0.0308,0.134,0.00899,M-R relationship,5106,0.78,0.84,327.783
K2-268 c,Transit,2018,9.327527,0.0819,0.24,0.0242,M-R relationship,5106,0.78,0.84,327.783
K2-268 d,Transit,2019,4.528598,,0.133,0.00889,M-R relationship,5106,0.78,0.84,327.783
K2-268 e,Transit,2019,6.131243,,0.119,0.00733,M-R relationship,5106,0.78,0.84,327.783
K2-268 f,Transit,2019,26.27057,,0.199,0.0176,M-R relationship,5106,0.78,0.84,327.783
K2-269 b,Transit,2018,4.144965,0.0531,0.14,0.00972,M-R relationship,6209,1.45,1.16,360.76
K2-27 b,Transit,2016,6.771315,0.06702,0.4,0.09722,Mass,5248,0.89,0.87,249.645
K2-270 b,Transit,2018,1.543069,0.0247,0.123,0.0078,M-R relationship,4877,0.77,0.85,280.518
K2-270 c,Transit,2018,4.400028,0.0497,0.263,0.0283,M-R relationship,4877,0.77,0.85,280.518
K2-271 b,Transit,2018,8.562421,0.077,0.649,0.131,M-R relationship,5644,0.99,0.83,564.454
K2-272 b,Transit,2018,14.4536756,0.1007,0.279,0.0313,M-R relationship,5397,0.83,0.86,423.065
K2-273 b,Transit,2018,11.7195663,0.0729,0.272,0.03,M-R relationship,5161,0.85,0.89,308.105
K2-274 b,Transit,2018,14.1330314,0.0964,0.186,0.0157,M-R relationship,5044,0.7,0.79,228.327
K2-275 b,Transit,2018,3.2809626,0.0277,0.209,0.0191,M-R relationship,4841,0.69,0.77,123.438
K2-275 c,Transit,2018,8.4388385,0.0881,0.197,0.0174,M-R relationship,4841,0.69,0.77,123.438
K2-276 b,Transit,2018,18.718269,0.1291,0.336,0.043,M-R relationship,5139,0.85,0.82,488.152
K2-277 b,Transit,2018,6.326763,0.0675,0.185,0.0155,M-R relationship,5741,0.97,1.02,113.123
